影片名称,评分,类型,主演,上映日期,图片URL
隔壁房间,暂无评分,剧情／惊悚,阿德里安·敦巴／大卫·欧哈拉／朱莉·格雷厄姆,1995-08-20,https://p0.pipi.cn/basicdata/54ecded78070e1178907ac96a53a461b02ded.jpg?imageView2/1/w/218/h/300
第三类终结者,6.9,悬疑／惊悚／恐怖,佩内洛普·安·米勒／汤姆·塞兹摩尔／琳达·亨特,1997-01-10,https://p0.pipi.cn/mmdb/d2dad592b127e111e58d33f594ebe37243606.jpg?imageView2/1/w/218/h/300
生人活埋,6.7,惊悚／恐怖,蒂姆·马特森／詹妮弗·杰森·李／威廉·阿瑟东,1990-05-09 01:00,https://p0.pipi.cn/basicdata/54ecded78078d302fff2aa019d80afd80b091.jpg?imageView2/1/w/218/h/300
孽欲追击档案之邪杀,6.1,犯罪／剧情,郑浩南／彭丹／吴瑞庭,1996-06-22,https://p0.pipi.cn/mmdb/d2dad592c7e7e150c8395b5b9e4761bbf31b8.jpg?imageView2/1/w/218/h/300
无声言证,7.9,悬疑／惊悚／犯罪,奥列格·扬科夫斯基／亚力克·基尼斯／马丽娜·祖金娜,1995-09-28,https://p0.pipi.cn/mmdb/d2dad592c7e7e13139cf3ed02a836d75b78f0.jpg?imageView2/1/w/218/h/300
老鼠龙之猛龙过港,暂无评分,剧情／犯罪,吴毅将／罗家英／郑佩佩,1998-01-01,https://p0.pipi.cn/mmdb/d2dad592b122ffc69611e5f33d7012eb04b26.jpg?imageView2/1/w/218/h/300
妖魔道,7.1,动作／爱情／奇幻,张敏／周慧敏／冯淬帆,1991-04-12,https://p0.pipi.cn/mmdb/d2dad592c7e7e1cf3e338f17adeff7838bbe3.jpg?imageView2/1/w/218/h/300
龙珠Z剧场版4：超级赛亚人孙悟空,6.8,动作／动画／短片,野泽雅子／龙田直树／乡里大辅,1991-03-19,https://p0.pipi.cn/mmdb/d2dad592b127e1d7c3b12dd94c6e92c708da6.jpg?imageView2/1/w/218/h/300
鲁邦三世：炎之记忆 东京危机,8.1,喜剧／动作／科幻／动画,特罗伊·贝克／Bob Carter／科琳·克林肯比尔,1998-07-24,https://p0.pipi.cn/basicdata/54ecded78078d351ba02ffc1497e4409b5e48.jpg?imageView2/1/w/218/h/300
南京的基督,8.3,剧情／爱情,梁家辉／富田靖子／庹宗华,1995-11-24,https://p0.pipi.cn/basicdata/54ecded78078d3030cd7c36e570e41e422f41.jpg?imageView2/1/w/218/h/300
方世玉续集,7.5,,李连杰／郑少秋／萧芳芳,1993-07-30,https://p0.pipi.cn/mmdb/d2dad592c7e7e107acbe2a041b677b4bbb22b.jpg?imageView2/1/w/218/h/300
金秋鹿鸣,6.0,儿童,王昭／涂们／巴德玛,1994-01-01,https://p0.pipi.cn/mmdb/d2dad592c7e7e12c9502ff3a54f771864b701.jpg?imageView2/1/w/218/h/300
绝对权力,6.7,剧情／惊悚／犯罪,克林特·伊斯特伍德／吉恩·哈克曼／艾德·哈里斯,1997-02-04,https://p0.pipi.cn/mmdb/d2dad592c7e7e1395b8d33df158b0ebc731a5.jpg?imageView2/1/w/218/h/300
大富之家,7.5,爱情／喜剧／家庭,黄百鸣／张国荣／毛舜筠,1994-02-06,https://p0.pipi.cn/mmdb/d2dad592c7e7e1b86087a9c9082022d62e557.jpg?imageView2/1/w/218/h/300
辣手神探,7.9,动作／犯罪／惊悚,周润发／梁朝伟／毛舜筠,1992-04-16,https://p0.pipi.cn/mmdb/d2dad592c7e7e157e2501559e8439da4ce0ad.jpg?imageView2/1/w/218/h/300
糖果人3：亡命日,4.5,惊悚／恐怖,托尼·托德／唐娜·德埃里克／阿列卡夏罗宾逊,1999-07-09,https://p0.pipi.cn/mmdb/d2dad59206d80771f7d2363943d513e71e02d.jpg?imageView2/1/w/218/h/300
印度拉贾,6.9,喜剧,阿米尔·汗／卡瑞诗玛·卡普尔／库纳尔·赫姆,1996-11-15,https://p0.pipi.cn/mmdb/d2dad592b1292339ddd236dc5e01f78058062.jpg?imageView2/1/w/218/h/300
Der Kampf um den heiligen Baum,暂无评分,剧情／喜剧,Margaret Nyacheo／Catherine Kariuki／Roslynn Kimani,1995-10-16,https://p0.pipi.cn/basicdata/54ecded7c690e1cbaecf3ebd43ae31d7203b2.jpg?imageView2/1/w/218/h/300
杀很大,4.7,动作,多纳·斯皮尔／罗伯塔·瓦斯奎兹／布鲁斯·彭哈尔,1993-10-27,https://p0.pipi.cn/basicdata/54ecded78070e1b860e5bcdc80994601e6282.jpg?imageView2/1/w/218/h/300
怒火青春,8.1,剧情,文森特·卡索／哈勃·孔黛／伯努瓦·马吉梅尔,1995-05-31,https://p0.pipi.cn/mmdb/fb7386d7c7e51b92572ff739acd144daa024a.jpg?imageView2/1/w/218/h/300
朋党,6.8,剧情／犯罪,张家辉／李修贤／吴雪雯,1990-12-28,https://p0.pipi.cn/mmdb/d2dad592b127e187a939ddbb50c3d1a98f777.jpg?imageView2/1/w/218/h/300
亚当斯一家3,5.4,喜剧／惊悚／家庭／奇幻,达丽尔·汉纳／蒂姆·克里／小艾德·博格里,1998-09-22,https://p0.pipi.cn/basicdata/54ecded77e18d32ff750c822e255933c8a782.jpg?imageView2/1/w/218/h/300
小公主,8.4,奇幻／家庭／剧情,利塞尔·马修斯／凡妮莎·李·彻斯特／利亚姆·坎宁安,1995-05-10,https://p0.pipi.cn/mmdb/d2dad592c7e7e1f0ee02ff8a20e6dbd97a139.jpg?imageView2/1/w/218/h/300
忍者神龟3,5.6,喜剧／动作／科幻／家庭,伊莱亚斯·科泰斯／佩姬-图柯／斯图亚特·维尔森,1993-03-19,https://p0.pipi.cn/mmdb/d2dad5925372ff1789b53559d99b538fc557c.jpg?imageView2/1/w/218/h/300
古惑仔之冲出亚洲,3.7,动作,钱小豪／骆达华／杨玉梅,1999,https://p0.pipi.cn/mmdb/d2dad592b127e117893139b514a2069e1d225.jpg?imageView2/1/w/218/h/300
猛鬼食人胎,6.5,爱情／恐怖,张锦程／黄秋生／吴辰君,1998-08-15,https://p0.pipi.cn/mmdb/d2dad592c7e8070e138d33ce88670f5055de4.jpg?imageView2/1/w/218/h/300
五福星撞鬼,6.5,喜剧,洪金宝／胡慧中／曾志伟,1992-02-27,https://p0.pipi.cn/mmdb/d2dad592b1251b2c95e5bc3600773bfad06b0.jpg?imageView2/1/w/218/h/300
美女特工队,5.0,剧情／动作,埃里克·埃斯特拉德／多纳·斯皮尔／罗伯塔·瓦斯奎兹,1990-11-09,https://p0.pipi.cn/mmdb/d2dad592b127e102ff281ed025303768212a2.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
亚当斯一家3,5.4,喜剧／惊悚／家庭／奇幻,达丽尔·汉纳／蒂姆·克里／小艾德·博格里,1998-09-22,https://p0.pipi.cn/basicdata/54ecded77e18d32ff750c822e255933c8a782.jpg?imageView2/1/w/218/h/300
大富之家,7.5,爱情／喜剧／家庭,黄百鸣／张国荣／毛舜筠,1994-02-06,https://p0.pipi.cn/mmdb/d2dad592c7e7e1b86087a9c9082022d62e557.jpg?imageView2/1/w/218/h/300
五福星撞鬼,6.5,喜剧,洪金宝／胡慧中／曾志伟,1992-02-27,https://p0.pipi.cn/mmdb/d2dad592b1251b2c95e5bc3600773bfad06b0.jpg?imageView2/1/w/218/h/300
怒火青春,8.1,剧情,文森特·卡索／哈勃·孔黛／伯努瓦·马吉梅尔,1995-05-31,https://p0.pipi.cn/mmdb/fb7386d7c7e51b92572ff739acd144daa024a.jpg?imageView2/1/w/218/h/300
时空悍将,6.7,动作／科幻／惊悚／犯罪,丹泽尔·华盛顿／凯莉·林奇／罗素·克劳,1995-08-04,https://p0.pipi.cn/mmdb/d2dad592c7e7e1300b2ff703a4d3663e400f1.jpg?imageView2/1/w/218/h/300
战争,7.8,剧情／战争／冒险,伊莱贾·伍德／凯文·科斯特纳／梅尔·温宁汉姆,1994-11-04,https://p0.pipi.cn/mmdb/d2dad592c7e7e157e2d23c6d6a9350f39704a.jpg?imageView2/1/w/218/h/300
漫画威龙,6.6,动作,周星驰／萧芳芳／钟镇涛,1992-01-01,https://p0.pipi.cn/mmdb/d2dad592b1251b51ba92573426691dd469802.jpg?imageView2/1/w/218/h/300
赛文奥特曼 空中飞舞的大铁块,7.3,剧情／动作／科幻,南条弘二／山崎胜之／足立理绘子,1999-08-05,https://p0.pipi.cn/basicdata/54ecded78078d3c69650c88ee0248e5d838e2.jpg?imageView2/1/w/218/h/300
哆啦A梦：大雄的南海大冒险,8.1,科幻／动画／冒险,大山信代／小原 乃梨子／野村道子,1998-03-07,https://p0.pipi.cn/mmdb/d2dad592b1251bf2aa2c9569cc0419702c57a.jpg?imageView2/1/w/218/h/300
地下赌王,5.5,犯罪,张耀扬／李雪慜／莫少聪,1994-11-03,https://p0.pipi.cn/basicdata/54ecded78070e107ac57e2ce234d617856096.jpg?imageView2/1/w/218/h/300
冰风暴,7.5,剧情／家庭,凯文·克莱恩／琼·艾伦／西格妮·韦弗,1997-05-12,https://p0.pipi.cn/basicdata/54ecded78078d3ddd2f0ee0ee4d6cea83154f.jpg?imageView2/1/w/218/h/300
落在香杉树的雪花,7.6,剧情／爱情／悬疑／惊悚,伊桑·霍克／工藤夕贵／尹成植,1999-12-09,https://p0.pipi.cn/mmdb/d2dad592c7e7e11789300b2d5eae38ee463b4.jpg?imageView2/1/w/218/h/300
中华英雄,6.5,动作,郑伊健／杨恭如／谢霆锋,1999-07-17,https://p0.pipi.cn/mmdb/d2dad592b12f2ab12d02ffecff9bd6f16d2de.jpg?imageView2/1/w/218/h/300
安娜·卡列尼娜,7.2,爱情,苏菲·玛索／肖恩·宾／阿尔弗雷德·莫里纳,1997-04-04,https://p0.pipi.cn/mmdb/d2dad592c7e7e1ecd8ecd87ad940db5d7cb93.jpg?imageView2/1/w/218/h/300
皆月,6.5,剧情,奥田瑛二／北村一辉／吉本多香美,1999-10-23,https://p0.pipi.cn/mmdb/d2dad592b127e11789be12a0de37f71a92748.jpg?imageView2/1/w/218/h/300
忍者神龟3,5.6,喜剧／动作／科幻／家庭,伊莱亚斯·科泰斯／佩姬-图柯／斯图亚特·维尔森,1993-03-19,https://p0.pipi.cn/mmdb/d2dad5925372ff1789b53559d99b538fc557c.jpg?imageView2/1/w/218/h/300
珠光宝气,6.4,喜剧／爱情,陈小春／钟丽缇／袁咏仪,1994-11-26,https://p0.pipi.cn/mmdb/25bfd6028eab125015e5bc038599e835a79a9.jpg?imageView2/1/w/218/h/300
赌王之王,7.5,剧情／都市／游戏,马特·达蒙／爱德华·哈里森·诺顿／约翰·特托罗,1998-09-11,https://p0.pipi.cn/mmdb/d2dad592c7e7e157e211e50a705bebe6c1855.jpg?imageView2/1/w/218/h/300
洛奇5,7.3,动作／剧情,西尔维斯特·史泰龙／塔莉娅·夏尔／波特·杨,1990-11-16,https://p0.pipi.cn/mmdb/d2dad592c7e7e13ba3e7aa3e05e8a02d3b915.jpg?imageView2/1/w/218/h/300
名侦探柯南 第14号猎物,暂无评分,悬疑／动画,,1998-04-18,https://p0.pipi.cn/mmdb/d2dad5927a387a338fecd8afd68fc21a42233.jpg?imageView2/1/w/218/h/300
黄飞鸿之西域雄狮,6.8,动作,李连杰／关之琳／熊欣欣,1997-02-01,https://p0.pipi.cn/mmdb/d2dad592c7e7e1cbaecf3e734b6c222fd684c.jpg?imageView2/1/w/218/h/300
城市英雄,8.1,剧情／惊悚／犯罪,迈克尔·道格拉斯／罗伯特·杜瓦尔／芭芭拉·赫希,1993-02-26,https://p0.pipi.cn/mmdb/d2dad592c7e7e1af3306d616cf83a309aaf28.jpg?imageView2/1/w/218/h/300
无言的山丘,8.7,剧情,杨贵媚／彭樟灿／黄品源,1992-12-05,https://p0.pipi.cn/mmdb/d2dad592c7e7e1cf3ed23c26c70288bb3b6c2.jpg?imageView2/1/w/218/h/300
机器战警2,8.2,动作／犯罪／惊悚／科幻,彼得·威勒／约翰·格洛弗／汤姆·诺南,1990-06-22,https://p0.pipi.cn/basicdata/54ecded78078d37a35be2ad419eb1c25b2034.jpg?imageView2/1/w/218/h/300
罗宾汉也疯狂,5.9,喜剧,加利·艾尔维斯／理查德·刘易斯／罗杰·里斯,1993-07-28,https://p0.pipi.cn/basicdata/54ecded78070e1395be7aaac1e8209afe089e.jpg?imageView2/1/w/218/h/300
川岛芳子,7.1,剧情,刘德华／梅艳芳／吴启华,1990-07-28,https://p0.pipi.cn/mmdb/d2dad5927e10fad7c3be2a0b561d53f52cda1.jpg?imageView2/1/w/218/h/300
玛戈王后,7.7,剧情／爱情／传记／历史,伊莎贝尔·阿佳妮／丹尼尔·奥特伊／让·伊格·安格拉德,1994-05-13,https://p0.pipi.cn/basicdata/54ecded7c698d3cf3e5bf1ba618962ac059e8.jpg?imageView2/1/w/218/h/300
地下影带1：肢离破碎,5.0,恐怖／纪录片,Damon Fox／Maritza Martin Munoz,1993,https://p0.pipi.cn/mmdb/d2dad59206d3380e1302ff7ccc0e012872d80.jpg?imageView2/1/w/218/h/300
长大成人,7.6,剧情,田壮壮／吕丽萍／罗军,1997-11-18,https://p0.pipi.cn/mmdb/d2dad592b12f2a71f706d6303f8dce8551f03.jpg?imageView2/1/w/218/h/300
孤儿泪,8.5,剧情,曹翠芬／廉冠／樊志刚,1996-01-23,https://p0.pipi.cn/mmdb/d2dad592b1251bc7ed71f7f5bacbebab1fc03.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
Tanz der Kürbisköpfe,暂无评分,恐怖,安德烈亚斯·柏特曼,1996,https://p0.pipi.cn/basicdata/54ecded78070e1c7ed0faf816d9e24c1955af.jpg?imageView2/1/w/218/h/300
地下影带1：肢离破碎,5.0,恐怖／纪录片,Damon Fox／Maritza Martin Munoz,1993,https://p0.pipi.cn/mmdb/d2dad59206d3380e1302ff7ccc0e012872d80.jpg?imageView2/1/w/218/h/300
哆啦A梦：大雄的南海大冒险,8.1,科幻／动画／冒险,大山信代／小原 乃梨子／野村道子,1998-03-07,https://p0.pipi.cn/mmdb/d2dad592b1251bf2aa2c9569cc0419702c57a.jpg?imageView2/1/w/218/h/300
玩尽杀绝,6.6,悬疑／惊悚／犯罪,马特·狄龙／凯文·贝肯／内芙·坎贝尔,1998-03-20,https://p0.pipi.cn/mmdb/d2dad592c7e7e1d23650c8c795aa06e8d146a.jpg?imageView2/1/w/218/h/300
富江,6.0,剧情／惊悚／恐怖／奇幻,菅野美穗／中村麻美／洞口依子,1998-10-06,https://p0.pipi.cn/basicdata/54ecded78078d3b12d030ccbd4e45dbcb242f.jpg?imageView2/1/w/218/h/300
无敌大猩猩,6.9,动作／惊悚／家庭／奇幻,雷吉娜·金／比尔·帕克斯顿／查理兹·塞隆,1998-12-25,https://p0.pipi.cn/mmdb/d2dad592c7e7e1300b7df5dee43011ef81ae1.jpg?imageView2/1/w/218/h/300
大河恋 4K,8.3,剧情／家庭,布拉德·皮特／汤姆·斯凯里特／布兰达·布莱斯,1992-10-09,https://p0.pipi.cn/mmdb/54ecde3311ec7e2c95d23c1060da35b5683f0.jpg?imageView2/1/w/218/h/300
未麻的部屋 4K,8.0,动画／惊悚／奇幻,岩男润子／松本梨香／辻亲八,1998-02-28,https://p0.pipi.cn/mmdb/54ecde3311ef2a339e5bf133e8a3735786f00.jpg?imageView2/1/w/218/h/300
六天七夜,7.1,动作／爱情／冒险,哈里森·福特／安·海切／大卫·休默,1998-06-12,https://p0.pipi.cn/mmdb/d2dad592c7e7e17df50e13ccfc76ceea6ab45.jpg?imageView2/1/w/218/h/300
洗澡,7.9,剧情／喜剧,姜武／濮存昕／朱旭,1999-09-14,https://p0.pipi.cn/mmdb/d2dad592c7e7e18ea3c9fd600fcda05df9c2e.jpg?imageView2/1/w/218/h/300
糖果人2：腥风血雨,6.2,恐怖,托尼·托德／凯利·罗万／威廉姆·奥利莱里,1995-03-17,https://p0.pipi.cn/basicdata/54ecded7c690e13ba3f2aa7abea3c87311f6f.jpg?imageView2/1/w/218/h/300
鲁邦三世 暮色双子星的秘密,7.5,动作／动画,栗田贯一／小林清志／增山 江威子,1996-08-02,https://p0.pipi.cn/basicdata/54ecded78078d37a35be2afa0d31d8caf212b.jpg?imageView2/1/w/218/h/300
死灵的陷阱2,5.4,剧情／悬疑／惊悚／恐怖,Utako Nakajima／佐野史郎／池波志乃,1992-07-11,https://p0.pipi.cn/basicdata/54ecded77e18d371f739dd56c4fb3ee57a77c.jpg?imageView2/1/w/218/h/300
洛城疑云,6.8,剧情／惊悚／犯罪,大卫·杜楚尼／蒂莫西·赫顿／安吉丽娜·朱莉,1997-10-17,https://p0.pipi.cn/basicdata/54ecded7c698d307ac8ea304891a4cadaaff6.jpg?imageView2/1/w/218/h/300
神魂颠倒第六感,6.9,喜剧／爱情／奇幻,亚历克·鲍德温／梅格·瑞恩／凯西·贝茨,1992-07-10,https://p0.pipi.cn/mmdb/d2dad592c7e7e139ddf2aa9235e865337b8df.jpg?imageView2/1/w/218/h/300
碧血蓝天,6.2,动作／惊悚,舒淇／赵文卓／连凯,1998-10-31,https://p0.pipi.cn/mmdb/d2dad592c7e7e107acbe2abd51ce47b8d4c56.jpg?imageView2/1/w/218/h/300
面包超人剧场版 飞天绘本与玻璃鞋,暂无评分,动画,户田惠子／中尾隆圣／富永美伊奈,1996-07-13,https://p0.pipi.cn/basicdata/54ecded77e10e1b860537c5f687b92362e76a.jpg?imageView2/1/w/218/h/300
机遇编年史的71块碎片,7.4,剧情,卢卡斯·米科／奥托·格林曼德尔／安妮·贝南特,1994-05-18,https://p0.pipi.cn/mmdb/d2dad592b1251b5bf1395b3c36cdae196446f.jpg?imageView2/1/w/218/h/300
黑道风云之收数王,6.6,动作,张家辉／李灿森／黄秋生,1999-05-29,https://p0.pipi.cn/basicdata/54ecded78078d31789f0ee248c11ec8eb3413.jpg?imageView2/1/w/218/h/300
斯大林格勒大血战,7.4,剧情／战争,鲍沃斯·布斯／柳博米拉斯·劳恰维丘斯／谢尔盖·尼科年科,1990-02,https://p0.pipi.cn/mmdb/d2dad592e7a9abf2aad23c5636446dc34a2bd.jpg?imageView2/1/w/218/h/300
サイレントメビウス外伝 幕末闇婦始末記,暂无评分,动作／历史,椎名碧流／三辉美纪子／志垣太郎,1993-03-22,https://p0.pipi.cn/basicdata/54ecded70308d392352ff7f7e01e59b463fd1.jpg?imageView2/1/w/218/h/300
ファンキー・モンキー・ティーチャー4 高校教師,暂无评分,喜剧,间宽平／久本雅美／Jimî Ônishi,1993-11-19,https://p0.pipi.cn/mmdb/d2dad592e7abe167cb7df563c517c37f60f98.jpg?imageView2/1/w/218/h/300
犯罪天才,6.6,犯罪,李修贤／吕颂贤／关秀媚,1994,https://p0.pipi.cn/mmdb/fb73869a33933907acc7edc0220585a8e5ea8.jpg?imageView2/1/w/218/h/300
特工狂花,7.0,动作／惊悚,吉娜·戴维斯／塞缪尔·L·杰克逊／伊芳·齐玛,1996-10-07,https://p0.pipi.cn/mmdb/d2dad592c7e7e116bd7df5d3d0bbba316c131.jpg?imageView2/1/w/218/h/300
醉生梦死之湾仔之虎,7.2,动作,任达华／刘青云／张耀扬,1994-08-19,https://p0.pipi.cn/basicdata/54ecded78078d3300bd7c3fde24c307e2c993.jpg?imageView2/1/w/218/h/300
神奇四侠,6.7,动画／动作／科幻,Beau Weaver／罗里·艾伦／奎頓·佛林,1994-09-24,https://p0.pipi.cn/mmdb/d2dad592b123381789c9fd52412e832449797.jpg?imageView2/1/w/218/h/300
人鱼之森,8.2,动画,山寺宏一／高山南／Annemarie Zola,1991-08-01,https://p0.pipi.cn/mmdb/d2dad592b122ffb12dbe12522684d0622de75.jpg?imageView2/1/w/218/h/300
一个字头的诞生,8.2,动作／喜剧,刘青云／吴镇宇／李若彤,1997-03-14,https://p0.pipi.cn/basicdata/54ecded78070e18077f0eea21084eda7099c3.jpg?imageView2/1/w/218/h/300
凶兆4,暂无评分,恐怖,菲·格兰特／迈克尔·伍兹／迈克尔·勒纳,1991-05-20 01:00,https://p0.pipi.cn/mmdb/d2dad5927e10fabe2ae7aa6d1439a721284c9.jpg?imageView2/1/w/218/h/300
瓶装火箭,7.1,剧情／喜剧／犯罪,卢克·威尔逊／Elissa Sommerfield／Isiah Ellis,1996-02-21,https://p0.pipi.cn/mmdb/d2dad592c7e7e1501587a95e8bf3f4df80721.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
我的九月,8.6,剧情／儿童／校园,张萌／张国立／陶泽如,1990-02-01,https://p0.pipi.cn/mmdb/d2dad592c7e7e12c958d33826138341afc724.jpg?imageView2/1/w/218/h/300
呆在在干燥的地方 远离孩子,暂无评分,动画／短片,安迪·布朗,1998-04,https://p0.pipi.cn/mmdb/d2dad5927a30e12c9539dd255677d643770b7.jpg?imageView2/1/w/218/h/300
男孩短片集：酷儿新电影,暂无评分,喜剧／剧情,,1993-07-21,https://p0.pipi.cn/basicdata/54ecded75370e15bf13ba3ab4d367a1e23cae.jpg?imageView2/1/w/218/h/300
醉生梦死之湾仔之虎,7.2,动作,任达华／刘青云／张耀扬,1994-08-19,https://p0.pipi.cn/basicdata/54ecded78078d3300bd7c3fde24c307e2c993.jpg?imageView2/1/w/218/h/300
サイレントメビウス外伝 幕末闇婦始末記,暂无评分,动作／历史,椎名碧流／三辉美纪子／志垣太郎,1993-03-22,https://p0.pipi.cn/basicdata/54ecded70308d392352ff7f7e01e59b463fd1.jpg?imageView2/1/w/218/h/300
神奇四侠,6.7,动画／动作／科幻,Beau Weaver／罗里·艾伦／奎頓·佛林,1994-09-24,https://p0.pipi.cn/mmdb/d2dad592b123381789c9fd52412e832449797.jpg?imageView2/1/w/218/h/300
斯大林格勒大血战,7.4,剧情／战争,鲍沃斯·布斯／柳博米拉斯·劳恰维丘斯／谢尔盖·尼科年科,1990-02,https://p0.pipi.cn/mmdb/d2dad592e7a9abf2aad23c5636446dc34a2bd.jpg?imageView2/1/w/218/h/300
黑道风云之收数王,6.6,动作,张家辉／李灿森／黄秋生,1999-05-29,https://p0.pipi.cn/basicdata/54ecded78078d31789f0ee248c11ec8eb3413.jpg?imageView2/1/w/218/h/300
ファンキー・モンキー・ティーチャー4 高校教師,暂无评分,喜剧,间宽平／久本雅美／Jimî Ônishi,1993-11-19,https://p0.pipi.cn/mmdb/d2dad592e7abe167cb7df563c517c37f60f98.jpg?imageView2/1/w/218/h/300
侠盗王子罗宾汉,7.0,剧情／动作／冒险,凯文·科斯特纳／摩根·弗里曼／玛丽·伊丽莎白·马斯特兰托尼奥,1991-06-14,https://p0.pipi.cn/basicdata/54ecded78070e1b12d7df52884f564f0a1e98.jpg?imageView2/1/w/218/h/300
感官游戏,6.8,科幻／惊悚／冒险,詹妮弗·杰森·李／裘德·洛／伊安·霍姆,1999-04-23,https://p0.pipi.cn/mmdb/d2dad592c7e7e1af33338f2e525889e942709.jpg?imageView2/1/w/218/h/300
机密重案之致命诱惑,5.7,剧情／动作,周比利／冯伟伦／猛丁哥,1994-08-18,https://p0.pipi.cn/mmdb/d2dad59206df2a230fd7c396e8f449f5cd127.jpg?imageView2/1/w/218/h/300
爱丽丝梦游仙境,8.1,喜剧／家庭／奇幻／冒险,罗比·考特拉尼／乌比·戈德堡／本·金斯利,1999-02-28,https://p0.pipi.cn/basicdata/54ecded78078d37a35be2a3b7bd15f77092d1.jpg?imageView2/1/w/218/h/300
廉政第一击,7.2,动作／犯罪,张曼玉／狄龙／任达华,1993-02-25,https://p0.pipi.cn/basicdata/54ecded78070e1b860c7edadb2c72cafef03b.jpg?imageView2/1/w/218/h/300
城市猎人剧场版：海滩之战,7.6,喜剧／动作／动画,伊仓一惠／神谷明／卢·佩里曼,1990-08-25,https://p0.pipi.cn/basicdata/54ecded7c698d307ac8077a7485dbfadb51bc.jpg?imageView2/1/w/218/h/300
性生活后,暂无评分,喜剧／爱情,Serge Rodnunsky／凯瑟琳·贝勒／汤米·钟,1992,https://p0.pipi.cn/mmdb/d2dad5927a3be167cbd7c3ada966409e31926.jpg?imageView2/1/w/218/h/300
冷血人狼,暂无评分,恐怖／剧情,何家驹／吴启华／汤镇业,1994-06-02,https://p0.pipi.cn/mmdb/d2dad592b127e1e7aad7c354bee8c82300f95.jpg?imageView2/1/w/218/h/300
忍者神龟2,6.4,喜剧／动作／科幻／家庭,大卫·沃纳／凯文·纳什／迈克林·西提,1991-03-22,https://p0.pipi.cn/basicdata/54ecded75378d39257cf3e6f8814a804459c6.jpg?imageView2/1/w/218/h/300
神探飞机头,7.3,喜剧,金·凯瑞／肖恩·杨／柯特妮·考克斯,1994-02-04,https://p0.pipi.cn/mmdb/d2dad592c7e7e1cbaeb860217d240166837cc.jpg?imageView2/1/w/218/h/300
鸽之翼,7.8,剧情／爱情,夏洛特·兰普林／海伦娜·伯翰·卡特／莱纳斯·罗彻,1997-11-07,https://p0.pipi.cn/mmdb/d2dad592c7e7e1f0ee8ea3c7ed32eaf3c6bdb.jpg?imageView2/1/w/218/h/300
香港奇案之吸血贵利王,6.2,喜剧,黄秋生／许蓓／张耀扬,1994-01-22,https://p0.pipi.cn/mmdb/d2dad592b12338b12d67cbc221372968e5273.jpg?imageView2/1/w/218/h/300
魔卡少女樱 剧场版,8.0,动画／奇幻／冒险,丹下樱／久川绫／岩男润子,1999-08-21,https://p0.pipi.cn/basicdata/54ecded7c690e1300b21f015cfe22182c5718.jpg?imageView2/1/w/218/h/300
杀杀人、跳跳舞,6.5,剧情／动作／惊悚,吴辰君／黄家诺／谷德昭,1998-03-21,https://p0.pipi.cn/basicdata/54ecded78078d3b535c6966922531fc38905c.jpg?imageView2/1/w/218/h/300
