影片名称,评分,类型,主演,上映日期,图片URL
直到世界的尽头,暂无评分,科幻／短片,,,https://p0.pipi.cn/basicdata/54ecded7c698d3030c300bb36a9e4f84fa876.jpg?imageView2/1/w/218/h/300
水形物语,8.0,剧情／爱情／奇幻,莎莉·霍金斯／迈克尔·珊农／理查德·詹金斯,2018-03-16,https://p0.pipi.cn/mmdb/d2dad59253751bbe2a9ab453a7dd236d6c594.jpg?imageView2/1/w/218/h/300
火锅艺术家,暂无评分,剧情／喜剧,崔志佳／焦俊艳／张琪,,https://p0.pipi.cn/basicdata/54ecded75377e151bacbaeb638a55486bf263.jpg?imageView2/1/w/218/h/300
林俊杰「圣所·终点站」线上演唱会,暂无评分,纪录片／音乐,林俊杰,2021-07-10,https://p0.pipi.cn/basicdata/54ecded7c698d38d33b860b09bc6b3cc7680a.jpg?imageView2/1/w/218/h/300
敦刻尔克,8.1,剧情／战争／历史,菲恩·怀特海德／汤姆·格林-卡尼 ／迈克尔·凯恩,2017-09-01,https://p0.pipi.cn/mmdb/d2dad5927e10faf2aa7a353f6bc475127dd56.jpg?imageView2/1/w/218/h/300
控方证人,8.2,剧情／悬疑／犯罪,博·布里奇斯／黛安娜·里格／温蒂·希勒,1982-12-04,https://p0.pipi.cn/basicdata/54ecded75378d306d62c9547249817aa0283e.jpg?imageView2/1/w/218/h/300
冰血长津湖,8.3,纪录片,道格拉斯·麦克阿瑟／哈里·S·杜鲁门／王旭东,2011-06-01,https://p0.pipi.cn/mmdb/d2dad5927e10fa339ec9fda6722e464dd27a4.jpg?imageView2/1/w/218/h/300
天地辽阔,暂无评分,剧情,,,https://p0.pipi.cn/mmdb/d2dad592537e7ac7edb8602e9269aad4c32cd.jpg?imageView2/1/w/218/h/300
731大溃逃,暂无评分,战争,王刚／张国文／麦德罗,1993-12-01,https://p0.pipi.cn/mmdb/d2dad592b12f2ab8603ba3915d8b78facb99a.jpg?imageView2/1/w/218/h/300
一击2：城市混战,6.0,动作／惊悚,斯科特·阿金斯／迈克尔·加·怀特／汤姆·伯兰吉尔,2024-01-12,https://p0.pipi.cn/basicdata/54ecded7c690e150153ba3cad06cfac60cbea.jpg?imageView2/1/w/218/h/300
航海王 剧场版12：FILM Z,8.0,动作／动画／冒险,田中真弓／中井和哉／冈村明美,2012-12-15,https://p0.pipi.cn/mmdb/d2dad592b12f2aecd816bd464cea78e4359f6.jpg?imageView2/1/w/218/h/300
史密斯夫妇,8.5,剧情,布拉德·皮特／安吉丽娜·朱莉／文斯·沃恩,2005-07-08,https://p0.pipi.cn/mmdb/d2dad592c7e7e17a3511e5bc6d0dc051c9d91.jpg?imageView2/1/w/218/h/300
她比烟花寂寞,8.4,剧情／音乐／传记,艾米丽·沃森／瑞切尔·格里菲斯／詹姆斯·弗莱恩,1999-01-22,https://p0.pipi.cn/mmdb/d2dad592c7e7e1300bf2aa3255cca3cf1e8f2.jpg?imageView2/1/w/218/h/300
终结者3,8.1,动作／科幻,阿诺德·施瓦辛格／尼克·斯塔尔／克莱尔·丹尼斯,2003-08-29,https://p0.pipi.cn/mmdb/d2dad592c7e7e1313902ffd389622bb18e17b.jpg?imageView2/1/w/218/h/300
龙门客栈,7.8,动作／冒险／武侠／古装,上官灵凤／石隽／白鹰,2017-11-03,https://p0.pipi.cn/mmdb/d2dad592b1251bf2aad2369cfbcefaacb6e1b.jpg?imageView2/1/w/218/h/300
前任2：备胎反击战,8.3,喜剧／爱情,郑恺／郭采洁／王传君,2015-11-06,https://p0.pipi.cn/mmdb/d2dad592b12f2aecd811e59ff8ff9cb028321.jpg?imageView2/1/w/218/h/300
疯城记：万圣节特辑,8.4,喜剧／悬疑／恐怖,艾琳·阿特金斯／里斯·谢尔史密斯／麦茜·威廉姆斯,2010-10-31,https://p0.pipi.cn/mmdb/d2dad59206d06d338f11e5c73ae64015cc4fa.jpg?imageView2/1/w/218/h/300
战争与和平,8.8,剧情／爱情／历史／战争,谢尔盖·邦达尔丘克／柳德米拉·萨维里耶娃／维亚切斯拉夫·吉洪诺夫,1968-04-28,https://p0.pipi.cn/mmdb/d2dad592c7e7e150c87e127e46a7187d33fce.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
疯城记：万圣节特辑,8.4,喜剧／悬疑／恐怖,艾琳·阿特金斯／里斯·谢尔史密斯／麦茜·威廉姆斯,2010-10-31,https://p0.pipi.cn/mmdb/d2dad59206d06d338f11e5c73ae64015cc4fa.jpg?imageView2/1/w/218/h/300
前任2：备胎反击战,8.3,喜剧／爱情,郑恺／郭采洁／王传君,2015-11-06,https://p0.pipi.cn/mmdb/d2dad592b12f2aecd811e59ff8ff9cb028321.jpg?imageView2/1/w/218/h/300
星际特工：千星之城,8.3,动作／冒险／科幻,戴恩·德哈恩／卡拉·迪瓦伊／克里夫·欧文,2017-08-25,https://p0.pipi.cn/mmdb/d2dad592b12f2aecd8b860fcb60c066459fcc.jpg?imageView2/1/w/218/h/300
新世纪福音战士：真人版,暂无评分,剧情／动作／科幻,,2019-06-21,https://p0.pipi.cn/basicdata/54ecded7e7a8d3537cf2aa639fff84a02b0da.jpg?imageView2/1/w/218/h/300
孤儿怨,8.1,悬疑／惊悚／恐怖,维拉·法梅加／伊莎贝拉·弗尔曼／彼得·萨斯加德,2009-07-21,https://p0.pipi.cn/mmdb/d2dad592b1292339dd281e9cc4bb14d93dc38.jpg?imageView2/1/w/218/h/300
弱点,8.3,传记,昆东·亚伦／蒂姆·麦格罗／杰·海德,2009-11-20,https://p0.pipi.cn/mmdb/d2dad592b122ff02ff9ab40b12ea0d018edd7.jpg?imageView2/1/w/218/h/300
银河护卫队2,9.1,动作／冒险／科幻,克里斯·帕拉特／佐伊·索尔达娜／戴夫·巴蒂斯塔,2017-05-05,https://p0.pipi.cn/mmdb/fb7386022ff33816bd9ab42b9696c3318a14c.jpg?imageView2/1/w/218/h/300
小猪佩奇·完美假期,暂无评分,动画／喜剧／冒险,,,https://p0.pipi.cn/basicdata/54ecde339ab923313971f7a35d40e4efb8f4d.jpg?imageView2/1/w/218/h/300
赛车总动员2,8.2,动画／冒险／喜剧,欧文·威尔逊／黄磊／王牌接线员拉里,2011-08-24,https://p0.pipi.cn/mmdb/d2dad592c7e7e111e5cbae8d0aa6ea2c50d5d.webp?imageView2/1/w/218/h/300
神奇女侠,8.6,动作／冒险／奇幻,盖尔·加朵／克里斯·派恩／罗宾·怀特,2017-06-02,https://p0.pipi.cn/mmdb/d2dad592b12f2a7a35537c1f177feb6d59f39.jpg?imageView2/1/w/218/h/300
娜娜,7.7,剧情／音乐,中岛美嘉／宫崎葵／松田龙平,2005-09-03,https://p0.pipi.cn/basicdata/54ecded78070e1f2aa50c89e7988822b46285.jpg?imageView2/1/w/218/h/300
检察风云,8.3,剧情／犯罪,黄景瑜／白百何／王丽坤,2023-04-29,https://p0.pipi.cn/mmdb/fb738671b5333807ac3ba378ab59ea28bc4f9.jpg?imageView2/1/w/218/h/300
至暗时刻,8.8,剧情／历史／传记,加里·奥德曼／克里斯汀·斯科特·托马斯／莉莉·詹姆斯,2017-12-01,https://p0.pipi.cn/mmdb/d2dad5927e10fa57e2030cb16a4925d7751a7.jpg?imageView2/1/w/218/h/300
地狱男爵：血皇后崛起,7.5,动作／奇幻／冒险,大卫·哈伯／米拉·乔沃维奇／伊恩·麦柯肖恩,2020-11-09,https://p0.pipi.cn/mmdb/d2dad5927e10faf2aaf0ee7db5ad106f1e982.jpg?imageView2/1/w/218/h/300
世界上最爱我的人,暂无评分,剧情／犯罪,王千源／谭卓／黄杨钿甜,2022-08-26 18:00,https://p0.pipi.cn/mmdb/25bfd633be1923f0eeb860cd113501ca2f7f5.jpg?imageView2/1/w/218/h/300
反腐枪声,暂无评分,战争,庄庆宁／周里京／唐国强,2015-10-08,https://p0.pipi.cn/mmdb/d2dad5927e10fab12dd2367ecb358f620e133.jpg?imageView2/1/w/218/h/300
移动迷宫,8.4,动作／科幻／冒险,迪伦·奥布莱恩／卡雅·斯考达里奥／托马斯·布罗迪-桑斯特,2014-10-28,https://p0.pipi.cn/mmdb/d2dad592b12f2ac7edf0ee1ac506f28d94754.jpg?imageView2/1/w/218/h/300
鬼灭之刃 鼓屋敷篇,8.9,动画,花江夏树／鬼头明里,2021-09-18,https://p0.pipi.cn/basicdata/54ecded7c690e1c9fd395b7b4d56a943fcca4.jpg?imageView2/1/w/218/h/300
被解救的姜戈,8.8,西部／剧情／冒险／动作,杰米·福克斯／克里斯托弗·沃尔兹／莱昂纳多·迪卡普里奥,2013-05-12,https://p0.pipi.cn/mmdb/d2dad592b125bf39ddc696fec194c223d96a3.jpg?imageView2/1/w/218/h/300
X战警2,8.3,动作／科幻／冒险,休·杰克曼／哈莉·贝瑞／帕特里克·斯图尔特,2003-09-29,https://p0.pipi.cn/mmdb/d2dad592c7e7e1313967cb93bf7e1a54a89ec.jpg?imageView2/1/w/218/h/300
反贪风暴4,9.0,剧情／动作／犯罪,古天乐／郑嘉颖／林峯,2019-04-04,https://p0.pipi.cn/mmdb/d2dad59253792307acf2aa4293dbbe2f942ec.jpg?imageView2/1/w/218/h/300
世界上最后的电影院中世界上最后一个犹太人的自杀,暂无评分,短片,Gina Clayton／杰西·科林斯,2007-05-20,https://p0.pipi.cn/basicdata/54ecded7c698d3338f7a35dfa40b4ad51b4a7.jpg?imageView2/1/w/218/h/300
寂静岭2,6.8,悬疑／惊悚／恐怖,肖恩·宾／阿德莱德·克莱蒙丝／基特·哈灵顿,2012-10-26,https://p0.pipi.cn/mmdb/d2dad592b129230e1302ffd893f137796fd41.jpg?imageView2/1/w/218/h/300
人体蜈蚣,4.6,剧情／恐怖／惊悚,,2008-04-30,https://p0.pipi.cn/mmdb/d2dad592b122ff2ff787a9be5e521eb65a340.jpg?imageView2/1/w/218/h/300
守望者,8.4,动作／惊悚／剧情／科幻,杰基·厄尔·哈利／马修·古迪／玛琳·阿克曼,2009-03-06,https://p0.pipi.cn/mmdb/d2dad592b1251b21f08077a4690d63f53cd62.jpg?imageView2/1/w/218/h/300
哥斯拉,6.9,灾难／科幻,马修·布罗德里克／让·雷诺／玛丽亚·皮提罗,1998-05-20,https://p0.pipi.cn/mmdb/d2dad592c7e7e107ace7aac3891c18ce75060.jpg?imageView2/1/w/218/h/300
鲁邦三世：卡里奥斯特罗之城,7.8,剧情／动画,山田康雄／增山 江威子／小林清志,1979-12-15,https://p0.pipi.cn/mmdb/d2dad592b1251b5bf192353b252092569c001.jpg?imageView2/1/w/218/h/300
天书奇谭4K纪念版,9.0,动画／奇幻,丁建华／毕克／苏秀,2021-11-05,https://p0.pipi.cn/mmdb/d2dad592c7e7e12c95030cd4aafbf71b384d9.jpg?imageView2/1/w/218/h/300
音乐课,暂无评分,剧情／儿童／农村／音乐,许之糯／肖子谦／吴伊淳,,https://p0.pipi.cn/mmdb/fb73862ff2ac7e9ab4b860f71395c02c14683.jpg?imageView2/1/w/218/h/300
泰坦尼克,8.1,剧情／动作／爱情／历史,彼得·盖勒／乔治·斯考特／凯瑟琳·泽塔-琼斯,1996-11-17,https://p0.pipi.cn/basicdata/54ecded78070e1c7edaf330e9613f96b0f119.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
开国大典,8.6,剧情／历史／战争,古月／孙飞虎／黄凯,1989-09-21,https://p0.pipi.cn/mmdb/d2dad592b127e1be12339e53d0ea8b360677a.jpg?imageView2/1/w/218/h/300
海贼王剧场版1：黄金岛冒险,7.6,喜剧／动作／动画／奇幻,冈村明美／今井由香／龙谷修武,2000-03-04,https://p0.pipi.cn/basicdata/54ecded7e7a0e17df551ba709a422f3ad7639.jpg?imageView2/1/w/218/h/300
不,6.8,科幻／悬疑／惊悚／恐怖,丹尼尔·卡卢亚／柯柯·帕尔莫／布兰登·佩利亚,2022-07-22,https://p0.pipi.cn/mmdb/fb7386022ff338e5bc71f7759544e9b8913d3.jpg?imageView2/1/w/218/h/300
重整河山待后生,暂无评分,剧情／历史／传记,吕丽萍／顾靖／谢钢,2021-07-27,https://p0.pipi.cn/mmdb/d2dad5927a30e19235d7c3dfa69509b4ae26e.jpg?imageView2/1/w/218/h/300
西线无战事,8.2,剧情／动作／战争,费利克斯·卡默雷尔／阿尔布雷希特·舒赫／亚伦·希尔默,2022-09-29,https://p0.pipi.cn/mmdb/25bfd6ddd7cddd7a355bf1049b16c36e49943.jpg?imageView2/1/w/218/h/300
碟仙,7.8,恐怖／惊悚,黄奕／范逸臣／程小夏,2019-06-21,https://p0.pipi.cn/mmdb/d2dad59253792307acc7ed08498831b6f9567.jpg?imageView2/1/w/218/h/300
我没谈完的那场恋爱,7.0,剧情／爱情／音乐,于文文／宋宁峰／刘琦,2021-06-25,https://p0.pipi.cn/mmdb/d2dad5927a387a339ebe2a86b01fe16d2556b.jpg?imageView2/1/w/218/h/300
我不是潘金莲,7.8,剧情／喜剧,范冰冰／郭涛／大鹏,2016-11-18,https://p0.pipi.cn/mmdb/d2dad5927e10fa2ff707acf5dc7116417ff97.jpg?imageView2/1/w/218/h/300
博物馆奇妙夜3,8.4,喜剧／家庭／冒险,本·斯蒂勒／罗宾·威廉姆斯／欧文·威尔逊,2015-01-04,https://p0.pipi.cn/mmdb/d2dad592b12f2ac7edd23cff63fc38bdebead.jpg?imageView2/1/w/218/h/300
李夏·在路上,暂无评分,剧情,李滨／康琳浠／沙景昌,2024-03-01,https://p0.pipi.cn/mmdb/54ecdebe8eab12e19bd7c3b33930004510522.jpg?imageView2/1/w/218/h/300
灵魂战车2：复仇时刻,7.2,动作／剧情／奇幻,尼古拉斯·凯奇／塞伦·希德／薇奥兰特·普拉西多,2012-04-20,https://p0.pipi.cn/mmdb/d2dad592c7e7e1b53592352b7ad621c188e29.jpg?imageView2/1/w/218/h/300
大侦探皮卡丘2,暂无评分,喜剧／悬疑／家庭／冒险,瑞安·雷诺兹,2024-07-26,https://p0.pipi.cn/basicdata/54ecded706d8d311e551bac3cca5bdfd68646.jpg?imageView2/1/w/218/h/300
那年那兔那些事,暂无评分,动画／冒险,,,https://p0.pipi.cn/mmdb/d2dad5927e12ffe19bd2369620f7e67b20911.jpg?imageView2/1/w/218/h/300
机器之血,8.6,喜剧／动作／科幻,成龙／罗志祥／欧阳娜娜,2017-12-22,https://p0.pipi.cn/mmdb/d2dad592e7a87a87a97a3512d00e5ccccd3e4.jpg?imageView2/1/w/218/h/300
岁岁平安,暂无评分,剧情,刘威葳／段奥娟／蔡沅江,2024-06-20,https://p0.pipi.cn/basicdata/54ecded7c690e15bf1230f7e50918f5459a3c.jpg?imageView2/1/w/218/h/300
疾速追杀2,8.1,动作／惊悚／犯罪,基努·里维斯／伊恩·麦柯肖恩／小朗尼·拉希德·林恩,2017-01-30,https://p0.pipi.cn/basicdata/54ecded7b538d302ff02ff4dceefca1c7bfce.jpg?imageView2/1/w/218/h/300
死亡输送带：日本731部队,暂无评分,纪录片,,2004,https://p0.pipi.cn/mmdb/d2dad59206df2aecd8395b35f14dcf3942de1.jpg?imageView2/1/w/218/h/300
怪形,8.1,动作／惊悚／科幻／恐怖,库尔特·拉塞尔／威尔福德·布利姆雷／TK·卡特,1982-06-25,https://p0.pipi.cn/mmdb/d2dad592c7e7e1b860be1280e7ca5b253aea9.jpg?imageView2/1/w/218/h/300
村小的孩子,7.7,纪录片,云洁,2014,https://p0.pipi.cn/mmdb/d2dad5927e15bf51ba3139915ea551356e9d2.jpg?imageView2/1/w/218/h/300
风中有朵雨做的云,7.2,剧情／悬疑／犯罪,井柏然／宋佳／马思纯,2019-04-04,https://p0.pipi.cn/mmdb/d2dad5927e10fa11e5313921cc95f1fda2bb1.jpg?imageView2/1/w/218/h/300
许三观,7.1,剧情／家庭,河正宇／河智苑／尹恩惠,2015-01-15,https://p0.pipi.cn/basicdata/54ecded78070e107ac281e9fe5832215bc4de.jpg?imageView2/1/w/218/h/300
OVERLORD 不死者之王,暂无评分,奇幻／动画,,,https://p0.pipi.cn/mmdb/25bfd6022ff51b1789cf3eecc93cfc0ae1bc0.jpg?imageView2/1/w/218/h/300
大侦探福尔摩斯2：诡影游戏,8.5,动作／悬疑／犯罪,小罗伯特·唐尼／裘德·洛／劳米·拉佩斯,2012-01-15,https://p0.pipi.cn/mmdb/d2dad592c7e7e17a352ff7ff21d745442e962.jpg?imageView2/1/w/218/h/300
寄生兽,8.4,恐怖／惊悚／科幻,染谷将太／深津绘里／阿部隆史,2016-09-02,https://p0.pipi.cn/mmdb/d2dad592b12f2ac7ed67cb83049431f4a4491.jpg?imageView2/1/w/218/h/300
太阳宫,暂无评分,,,,https://p0.pipi.cn/mmdb/d2dad5927a371f7a3521f039c7cbf7a8c6842.jpg?imageView2/1/w/218/h/300
爱在日落黄昏时,8.7,剧情／爱情,伊桑·霍克／朱莉·德尔佩／弗农·多布切夫,2015-04-20,https://p0.pipi.cn/mmdb/d2dad592c7e7e1d2360faf1b1b4653c2449f2.jpg?imageView2/1/w/218/h/300
五十度黑,5.1,剧情／爱情,达科塔·约翰逊／詹米·多南／埃里克·约翰逊,2017-02-10,https://p0.pipi.cn/basicdata/54ecded72c98d371f7f2aa0c02edc14e906a8.jpg?imageView2/1/w/218/h/300
哆啦A梦：大雄的新恐龙,8.9,动画／冒险／剧情,大雄／水田山葵／哆啦A梦,2020-12-11,https://p0.pipi.cn/mmdb/d2dad5927a30e1ddd2923555c83ee2f8e1e2d.jpg?imageView2/1/w/218/h/300
致命魔术,8.8,剧情／悬疑／惊悚,休·杰克曼／克里斯蒂安·贝尔／迈克尔·凯恩,2006-10-17,https://p0.pipi.cn/mmdb/d2dad592b1251b06d6395bef1abdc4f5361f4.jpg?imageView2/1/w/218/h/300
猎屠,6.6,动作／犯罪,王千源／倪大红／郭晓东,2022-08-12,https://p0.pipi.cn/mmdb/25bfd63351bc7e537cd7c3127f613814099b1.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
致命魔术,8.8,剧情／悬疑／惊悚,休·杰克曼／克里斯蒂安·贝尔／迈克尔·凯恩,2006-10-17,https://p0.pipi.cn/mmdb/d2dad592b1251b06d6395bef1abdc4f5361f4.jpg?imageView2/1/w/218/h/300
阳光姐妹淘,8.8,喜剧／剧情／青春,殷桃／曾黎／张歆艺,2021-06-11 14:00,https://p0.pipi.cn/mmdb/d2dad59253751be7aabe127bfef05862a376c.jpg?imageView2/1/w/218/h/300
天上星星，不说话,暂无评分,,,,https://p0.pipi.cn/mmdb/54ecde87ecdb12300b0faf85187c84b4c4b00.jpg?imageView2/1/w/218/h/300
初音未来 魔法未来2020演唱会,暂无评分,,,2020-11-29,https://p0.pipi.cn/basicdata/54ecded7c690e1338f338f2c5e2efeddb3cec.jpg?imageView2/1/w/218/h/300
画皮,7.7,剧情／爱情／惊悚／奇幻,周迅／陈坤／甄子丹,2008-09-26,https://p0.pipi.cn/mmdb/fb73869a2c9c69b8603ba358ceb99a385725e.jpg?imageView2/1/w/218/h/300
扎克·施奈德的正义联盟,8.2,冒险／科幻,本·阿弗莱克／亨利·卡维尔／盖尔·加朵,2021-03-18,https://p0.pipi.cn/mmdb/d2dad5927a3be180770fafc845e75a25e1ef1.jpg?imageView2/1/w/218/h/300
大圣归来,暂无评分,奇幻／冒险,,,https://p0.pipi.cn/basicdata/54ecded7c690e111e5f2aa342c4c23c2e6c3c.jpg?imageView2/1/w/218/h/300
犯罪都市2,7.3,动作／犯罪,马东锡／孙锡久／崔贵华,2022-05-18,https://p0.pipi.cn/mmdb/25bfd6028079235015537c6dca2e085e736b1.jpg?imageView2/1/w/218/h/300
阳光灿烂的日子,8.6,剧情,夏雨／宁静／耿乐,1995-08-21,https://p0.pipi.cn/mmdb/d2dad592c7e7e1d236e7aa6378f9d9e282b99.jpg?imageView2/1/w/218/h/300
帝国的毁灭,8.4,剧情,布鲁诺·冈茨／茱莉安·柯勒／马蒂亚斯·哈比奇,2004-09-08,https://p0.pipi.cn/mmdb/d2dad592b12338281ee7aab3625bc1b6916fd.jpg?imageView2/1/w/218/h/300
一步之遥,5.3,剧情,姜文／葛优／周韵,2014-12-18,https://p0.pipi.cn/mmdb/d2dad592b125bfc9fd51baa8bf1bc816f84cf.jpg?imageView2/1/w/218/h/300
蜡笔小新：呼风唤雨！光荣的烤肉之路,7.6,喜剧／动画,楢桥 美纪／矢岛晶子／石丸博也,2008-08-14,https://p0.pipi.cn/mmdb/d2dad592b127e17df516bd49df5c0d974078d.jpg?imageView2/1/w/218/h/300
钢铁意志,暂无评分,历史,刘烨／韩雪／林永健,2022-09-30,https://p0.pipi.cn/mmdb/25bfd6dd7a3ddd5bf171f700040d22d304789.jpg?imageView2/1/w/218/h/300
心的温度,暂无评分,剧情,温心／李晔／梁丹妮,2024-08-03,https://p0.pipi.cn/basicdata/54ecded77a351b16bdd7c3517ef8094dd9dd4.jpg?imageView2/1/w/218/h/300
Hello！树先生,7.1,剧情／喜剧,王宝强／谭卓／何洁,2011-11-04,https://p0.pipi.cn/mmdb/d2dad592b12f2ab12d5bf1352bbdc848dd3d8.jpg?imageView2/1/w/218/h/300
午夜6号房,暂无评分,恐怖／惊悚,魏小欢／马玥／李东翰,2024-03-01 18:00,https://p0.pipi.cn/mmdb/54ecdebe80751bc6968d33bddf80616ed93e3.jpg?imageView2/1/w/218/h/300
十年一品温如言,6.5,剧情／爱情,丁禹兮／任敏／李泽锋,2022-02-14 13:14,https://p0.pipi.cn/mmdb/fb7386028ea51be5bc338fcec9b66c93e90c2.jpg?imageView2/1/w/218/h/300
排球少年剧场版：才能与感觉,7.6,剧情／动画／运动,村濑步／石川界人／日野聪,2017-09-15,https://p0.pipi.cn/mmdb/d2dad5925372ff7df5af332fe38e7d4174e3b.jpg?imageView2/1/w/218/h/300
爱宠大机密,9.0,喜剧／动画／家庭,路易·C·K／何炅／艾瑞克·斯通斯崔特,2016-08-02,https://p0.pipi.cn/mmdb/d2dad5927e10fa87a9e19b2e20c6019b26dd3.jpg?imageView2/1/w/218/h/300
被光抓走的人,7.8,剧情／爱情,黄渤／王珞丹／谭卓,2019-12-13,https://p0.pipi.cn/mmdb/d2dad5925375bf07ac71f78154f65402c2d1e.jpg?imageView2/1/w/218/h/300
双瞳,7.0,惊悚／悬疑,梁家辉／大卫·摩斯／刘若英,2002-10-25,https://p0.pipi.cn/mmdb/d2dad592c7e7e1230faf33b07d1a173310017.jpg?imageView2/1/w/218/h/300
星球大战：最后的绝地武士,7.9,动作／冒险／科幻,黛茜·雷德利／约翰·博耶加／奥斯卡·伊萨克,2018-01-05,https://p0.pipi.cn/mmdb/d2dad592b12f2ab535b535414880349cf62e5.jpg?imageView2/1/w/218/h/300
拨浪鼓咚咚响,9.0,剧情,惠王军／白泽泽,2023-02-25,https://p0.pipi.cn/mmdb/fb7386dd3389231789230f763be97e131d8da.jpg?imageView2/1/w/218/h/300
瞬息全宇宙,7.7,喜剧／动作／奇幻,杨紫琼／许玮伦／关继威,2022-03-25,https://p0.pipi.cn/mmdb/25bfd69a8d392311e5339ed0abce3c122b748.jpg?imageView2/1/w/218/h/300
我爸没说的那件事,8.6,剧情,韩庚／张国立／薛昊婧,2023-11-03 18:00,https://p0.pipi.cn/mmdb/fb73865111e33871f7d7c33259d78240cf8d0.jpg?imageView2/1/w/218/h/300
最爱,7.5,剧情,章子怡／郭富城／濮存昕,2011-05-10,https://p0.pipi.cn/mmdb/d2dad592c7e7e1537c31392cc18589db5ee80.jpg?imageView2/1/w/218/h/300
孤军,暂无评分,剧情,凌潇肃／小沈阳／黄少祺,2023-12-28,https://p0.pipi.cn/mmdb/fb73862f02f2ff8d3331390606fda6672972b.jpg?imageView2/1/w/218/h/300
银翼杀手,8.2,科幻／惊悚,哈里森·福特／鲁特格尔·哈尔／肖恩·杨,1982-06-25,https://p0.pipi.cn/mmdb/d2dad592c7e7e1d23602ff887218edcf33f6a.jpg?imageView2/1/w/218/h/300
情欲电影院,6.7,剧情,吉娜·帕雷诺／Dan Alvaro／梅赛德丝·卡布莱,2008-05-18,https://p0.pipi.cn/basicdata/54ecded78070e1501506d671df030de91211c.jpg?imageView2/1/w/218/h/300
小鞋子,9.1,剧情／家庭／儿童,默罕默德·阿米尔·纳吉／Kamal Mirkarimi／Behzad Rafi,1997-02-01,https://p0.pipi.cn/mmdb/d2dad592c7e7e1d23c07ac96f411106d55125.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
孤军,暂无评分,剧情,凌潇肃／小沈阳／黄少祺,2023-12-28,https://p0.pipi.cn/mmdb/fb73862f02f2ff8d3331390606fda6672972b.jpg?imageView2/1/w/218/h/300
春娇与志明,7.7,剧情,余文乐／杨千嬅／徐峥,2012-03-30,https://p0.pipi.cn/mmdb/d2dad592c7e7e17a35c7ed8fd9bf65ea0ae90.jpg?imageView2/1/w/218/h/300
情欲电影院,6.7,剧情,吉娜·帕雷诺／Dan Alvaro／梅赛德丝·卡布莱,2008-05-18,https://p0.pipi.cn/basicdata/54ecded78070e1501506d671df030de91211c.jpg?imageView2/1/w/218/h/300
武汉百丽宫影院有限公司2023芳华再续香港电影展,暂无评分,,,,https://p0.pipi.cn/mmdb/fb7386920fadddc9fd338f7e18c3ed391a119.png?imageView2/1/w/218/h/300
瞬息全宇宙,7.7,喜剧／动作／奇幻,杨紫琼／许玮伦／关继威,2022-03-25,https://p0.pipi.cn/mmdb/25bfd69a8d392311e5339ed0abce3c122b748.jpg?imageView2/1/w/218/h/300
731房间,暂无评分,剧情／短片,蒂姆·康／金宥静／司徒少英,2015,https://p0.pipi.cn/basicdata/54ecded70300e1030c395b5ed40a5b61685d5.jpg?imageView2/1/w/218/h/300
新木乃伊,7.1,动作／冒险／奇幻,汤姆·克鲁斯／索菲亚·宝特拉／罗素·克劳,2017-06-09,https://p0.pipi.cn/mmdb/d2dad592b12f2acbae80771726c5f82aef48c.jpg?imageView2/1/w/218/h/300
蛇舌,7.5,惊悚,高良健吾／井浦新／小栗旬,2008-09-20,https://p0.pipi.cn/basicdata/54ecded78078d387a950c8a5fb7e248943d90.jpg?imageView2/1/w/218/h/300
蝴蝶效应,8.7,剧情／科幻／悬疑／惊悚,约翰·帕特里克·阿梅多利／罗根·勒曼／卡梅隆·布莱特,2004-01-23,https://p0.pipi.cn/mmdb/d2dad592c7e7e1d2361789abe36bef1670991.jpg?imageView2/1/w/218/h/300
欢乐好声音2,7.4,喜剧／动画／歌舞,马修·麦康纳／瑞茜·威瑟斯彭／塔伦·埃格顿,2021-12-22,https://p0.pipi.cn/mmdb/25bfd6875372ff395b8077a049f293ff85e6f.jpg?imageView2/1/w/218/h/300
伦敦陷落,8.5,动作／惊悚／犯罪,杰拉德·巴特勒／阿伦·伊克哈特／摩根·弗里曼,2016-04-08,https://p0.pipi.cn/mmdb/fb738671b53f2ac7ed5bf18d7d000c6374045.webp?imageView2/1/w/218/h/300
侍神令,8.5,奇幻,陈坤／周迅／陈伟霆,2021-02-12 08:00,https://p0.pipi.cn/mmdb/d2dad59253751b7a35be12d1fd788c614f771.jpg?imageView2/1/w/218/h/300
冰雪奇缘：生日惊喜,8.9,喜剧／动画／短片／歌舞,乔什·加德／伊迪娜·门泽尔／乔纳森·格罗夫,2015-03-13,https://p0.pipi.cn/basicdata/54ecded7c690e17a3511e59a9393db5e065be.jpg?imageView2/1/w/218/h/300
昆池岩,6.2,恐怖／惊悚,魏河俊／朴智贤／吴雅妍,2018-03-28,https://p0.pipi.cn/basicdata/54ecded7e7a8d3c9fd7a35b19af5ab21e542b.jpg?imageView2/1/w/218/h/300
